[0:00:00.00]-[0:00:02.00]  ¿Sientes usted donde se esté más cómodo?
[0:04:04.00]-[0:04:08.00]  Y luego lo metías uno así, otro en el centro y otro aquí, y otro aquí.
[0:04:08.00]-[0:04:12.00]  Y luego hacías el vencil que llevábamos y lo atabas.
[0:04:12.00]-[0:04:18.00]  Y luego con una... con una... un corbellón llevábamos una hoz así de grande,
[0:04:18.00]-[0:04:22.00]  cerrábamos por ahí y se quedaba la paja fuera.
[0:04:22.00]-[0:04:27.00]  Y luego estaba el arroz en la medio, hacían el arroz así de alto, ¿eh?
[0:04:27.00]-[0:04:33.00]  Y se dejaba la paja y se cogía la... eso del arroz y es lo que llevábamos ya, la trilladora.
[0:04:33.00]-[0:04:37.00]  Entonces ya habían trilladores, ya se hacía el arroz en trilla.
[0:04:37.00]-[0:04:43.00]  Y yo me acuerdo cuando aquí el trigo mismo que también se hacía, lo batían en las eras,
[0:04:43.00]-[0:04:46.00]  el animal en un pilón, ¿eh?
[0:04:46.00]-[0:04:53.00]  Rodando, rodando, rodando, dándole vueltas, rodando, era un pilón pero en vez de que redondo no tenía ángulos.
[0:04:53.00]-[0:04:58.00]  Era como un octágono en... en ocho o diez ángulos pequeños, pero de piedra, ¿eh?
[0:04:58.00]-[0:05:01.00]  De piedra de ahí de la mola que había una cantera.
[0:05:01.00]-[0:05:05.00]  Y lo rodando, rodando, rodando y el trigo iba deshaciéndose,
[0:05:05.00]-[0:05:11.00]  luego con la forca que llamábamos nosotros, pues íbamos quitando la paja grande
[0:05:11.00]-[0:05:14.00]  y luego se iba aventando y...
[0:05:14.00]-[0:05:21.00]  Sí, sí, y por cierto aquí se hacía bastante y ahí fuera del pueblo había unos pajares grandísimos
[0:05:21.00]-[0:05:26.00]  y luego hacían la paja en balas y las vendían.
[0:05:26.00]-[0:05:28.00]  ¿Para qué las vendían?
[0:05:28.00]-[0:05:33.00]  Pues donde había vaquerías y todo eso, pues se las llevaban para comer, para comer.
[0:05:33.00]-[0:05:36.00]  ¿La caballeriza todavía come paja?
[0:05:36.00]-[0:05:45.00]  Sí, aquí hay un chico que tiene dos o tres o cuatro yeguas aquí, tiene eso y también les dan paja junto con el grano para comer.
[0:05:45.00]-[0:05:50.00]  Igual que la mancha, igual que están haciendo ahora en la mancha, igual, igual, igual, se hacía aquí.
[0:05:50.00]-[0:05:53.00]  Ahora aquí lo que eran es parcelas pequeñas.
[0:05:53.00]-[0:06:01.00]  Aquí en términos son parcelas pequeñas, está desigualdado y hay parcelitas muy pequeñas y se hacía prácticamente todo a mano.
[0:06:01.00]-[0:06:05.00]  Pero cada uno tiene su pequeño...
[0:06:05.00]-[0:06:10.00]  Aquí la propiedad estaba muy repartida, aquí estaba muy repartida la propiedad
[0:06:10.00]-[0:06:15.00]  y casi todos tenían algo para ir y en un campito te hacías yo mismo.
[0:06:15.00]-[0:06:20.00]  Yo he cumplido ya los 78 y todavía tengo unos trozos de tierra
[0:06:20.00]-[0:06:26.00]  y me planto tomates, me planto esto, berenjenas y esto y voy haciendo algo.
[0:06:26.00]-[0:06:32.00]  También tengo un trozo de caquis, lo que está ahora en la auge.
[0:06:32.00]-[0:06:38.00]  Tengo naranja que no está en la auge, que está ya súper casi cayendo del todo.
[0:06:38.00]-[0:06:43.00]  Y mire, pero aquí casi ya le digo, la propiedad estaba muy repartida.
[0:06:43.00]-[0:06:49.00]  Casi todos tenían algo y había casas que tenían tres o cuatro trabajadores.
[0:06:49.00]-[0:06:57.00]  Sí, sí, fincas que tenían a lo mejor y a lo mejor tenían cuatro caballos y llevaban para labrar y gente.
[0:06:57.00]-[0:07:02.00]  Y le digo una cosa, cuando era pequeño casi todos iban casi barato a comer.
[0:07:02.00]-[0:07:08.00]  No se creó usted que a trabajar, que se cobraba muy poco, pero se comía.
[0:07:08.00]-[0:07:11.00]  ¿Y sobraban lo que comían?
[0:07:11.00]-[0:07:14.00]  No, bueno, siempre algo, pero muy poco.
[0:07:14.00]-[0:07:22.00]  O sea, aquí había casa que tenía cuatro o cinco trabajadores que comían allí todo con los dueños y todo y eso,
[0:07:22.00]-[0:07:26.00]  y cobrar muy poco, pero comían, que si hubieran estado en casa no tenían para comer.
[0:07:26.00]-[0:07:28.00]  Las cosas claras, ¿eh?
[0:07:28.00]-[0:07:32.00]  O sea, aquí sí ha sido todo a base de sangre y de los labios más.
[0:07:32.00]-[0:07:34.00]  Y es la verdad.
[0:07:34.00]-[0:07:37.00]  Pero voy a decirle una cosa, se vivía feliz.
[0:07:37.00]-[0:07:49.00]  Bueno, cuando ya pasó la posguerra, pues ya se empezó a trabajar y la gente pues ya tenía un poquitín, se sacaba alguna perra.
[0:07:49.00]-[0:07:57.00]  Hubo una temporada muy grande que hacían monchetas que llaman los catalanes.
[0:07:57.00]-[0:08:01.00]  Monchetas, ¿saben lo que son ustedes? Habichuelas.
[0:08:01.00]-[0:08:09.00]  Hay los frisoles que llaman por allá, pero lo este y todo aquello, un poco más o menos eso es. Habichuelas.
[0:08:09.00]-[0:08:14.00]  Aquí también se hacía mucho y venían, las compraban y se las llevaban.
[0:08:14.00]-[0:08:20.00]  Lo mismo que el arroz y el trigo también venían comerciantes, lo compraban y se los llevaban aquí.
[0:08:20.00]-[0:08:25.00]  Y anteriormente se trabajaba mucho en la viña.
[0:08:25.00]-[0:08:34.00]  De eso me acuerdo yo menos, pero yo todavía he visto aquí hay un canal que se llama La Reba, que viene de allá de donde nace el río Verde.
[0:08:34.00]-[0:08:42.00]  Un canal que tiene, me parece que hasta Carlet, no sé si son, son veinti-alguno kilómetro.
[0:08:42.00]-[0:08:50.00]  Un canal que lo hicieron en el año veintinueve de hormigón, un canal pues de general, a lo mejor dos metros de ancho por dos metros de alto.
[0:08:50.00]-[0:08:54.00]  Y ahí, de ahí salía el agua y iban regando. De ahí para arriba era todo secano.
[0:08:54.00]-[0:09:03.00]  Eso está, el canal está, pues qué le diría yo, pues está a medio kilómetro del pueblo y ya va cogiendo un nivel desde donde tiene, donde nace.
[0:09:03.00]-[0:09:08.00]  Va cogiendo un nivel hasta desahuar en el río Magro de Carlet.
[0:09:08.00]-[0:09:10.00]  Entonces eso era huerta.
[0:09:10.00]-[0:09:19.00]  Y también del río Magro había una sequía que venía de la Sude, de Real, que llamamos.
[0:09:19.00]-[0:09:28.00]  Hay una sequía y llegaba agua también por lo que podía, iban buscando el nivel y entonces regaba de agua del río.
[0:09:28.00]-[0:09:31.00]  Entonces había más agua en los ríos que ahora.
[0:09:31.00]-[0:09:34.00]  Luego también se hizo otra operación.
[0:09:34.00]-[0:09:42.00]  Aquí pagábamos el pantano de Forata, no sé si usted lo habrá oído anobrar, un pantano que hay ahí arriba, para tener derecho a agua del río.
[0:09:42.00]-[0:09:48.00]  Pero nos propusieron, yo era entonces, ahí por lo que se encajaba era.
[0:09:48.00]-[0:10:00.00]  Porque me acuerdo que cuando decían las soberías, nos propusieron coger el agua de la sequía real del Júcar, que nace ante ella y creo que desaparece ahí en silla o por ahí.
[0:10:00.00]-[0:10:06.00]  Todas las marchales y todo eso les da el agua.
[0:10:06.00]-[0:10:14.00]  Y entonces se hicieron unos motores ahí en la alcudía y impulsaban el agua aquí arriba y se regaba de esa agua.
[0:10:14.00]-[0:10:24.00]  Y tuvimos que renunciar al pantano de Forata porque según la ley no puedes tener derecho a aubias públicas de dos sitios, sino que de un sitio.
[0:10:24.00]-[0:10:32.00]  L'aubias públicas son públicas, pero usted no puede tener permiso de dos sitios, tiene que ser de uno.
[0:10:32.00]-[0:10:33.00]  O pantano o canal.
[0:10:33.00]-[0:10:36.00]  O pantano o canal, o sequía real.
[0:10:36.00]-[0:10:44.00]  Cogimos la sequía real y se hicieron aquí y ahora pues ha venido el goteo y ya pues también se ha quedado eso.
[0:10:44.00]-[0:10:48.00]  Todavía estamos haciendo un goteo allá en la parte más alta, lo que era montaña.
[0:10:48.00]-[0:11:02.00]  Se está terminando ahora, yo mismo me estoy montando, me lo estoy montando yo, manual, me lo estoy montando porque pues vale mucho dinero y no te puedes gastar mucho, las cosas claras.
[0:11:02.00]-[0:11:12.00]  Yo pues me entretengo montándolo y eso. Tengo un compañero que es fontanero que también me ayuda y yo le ayudo y lo que sea y vamos, sí, sí.
[0:11:12.00]-[0:11:14.00]  ¿Cómo se monta el goteo manual?
[0:11:14.00]-[0:11:26.00]  El goteo, pues mire usted. La empresa, bueno la empresa es la que está haciendo las obras porque esto pertenece al, esto es de la Confederación Hidrográfica del Júcar,
[0:11:26.00]-[0:11:36.00]  pero pertenece al sector del canal Jucarturia que nacen todos y terminan en Valencia, que bebe agua a Valencia y bebe agua a Sagunto y del canal ese.
[0:11:36.00]-[0:11:49.00]  Y al mismo tiempo regamos de agua del canal. También llega el canal y va buscando niveles, niveles, buscando las cotas, las cotas, las cotas y de allí para aquí ahora la cogemos del canal.
[0:11:49.00]-[0:11:58.00]  Hay una parte que la coge Caballera que sale hacia abajo y hay otra parte que se han hecho motores y por la noche que la luz es más barata,
[0:11:58.00]-[0:12:03.00]  impulsa a unas balsas que se han hecho arriba de la montaña y luego de allí vuelve Caballera.
[0:12:03.00]-[0:12:08.00]  O sea que es esta. Nos hemos gastado mucho dinero aquí en la agricultura, mucho.
[0:12:08.00]-[0:12:17.00]  El resultado, pues, pues no digo que haya sido un fracaso total, pero no ha sido, pero no por nosotros los labradores,
[0:12:17.00]-[0:12:24.00]  por las grandes superficies, que por cierto no es por Butragueño mismo, jugador del Real Madrid,
[0:12:24.00]-[0:12:31.00]  por decir que tenía una finca de tres o cuatro mil hectáreas, Juanito, que era no sé cuántos, tenía una finca de no sé cuántos,
[0:12:31.00]-[0:12:40.00]  otra empresa hacía fincas, o sea, cogían los montes y como el goteo no necesita estar llano, sino que puede estar ondulado el terreno,
[0:12:40.00]-[0:12:47.00]  metían la gomita y estaban, tiraban tierra, metían la goma y todo eso ha muerto la agricultura.
[0:12:47.00]-[0:12:49.00]  ¿Pero por qué?
[0:12:49.00]-[0:12:55.00]  Porque yo le diré, ha pasado con las viviendas, se ha hecho demasiada agricultura, lo mismo que demasiada vivienda,
[0:12:55.00]-[0:13:02.00]  porque aquí en mi casa somos todos albañiles, o sea, yo en la vida he trabajado en albañil toda la vida,
[0:13:02.00]-[0:13:11.00]  pero he tenido afición a la tierra y me gusta, y tengo dos hijos que se dedican a la obra, muy poquita cosa hay ahora,
[0:13:11.00]-[0:13:19.00]  muy poquita cosa, porque se ha hecho demasiado y ahora pues no hay, alguna reformita, alguna cosa, pero muy poco, o sea que...
[0:13:19.00]-[0:13:21.00]  Porque ha de haber mucho...
[0:13:21.00]-[0:13:28.00]  Exacto, se han hecho demasiadas viviendas y no hay quien compre, y no hay quien tenga dinero para comprar tampoco.
[0:13:28.00]-[0:13:31.00]  Y con la agricultura también hay demasiado...
[0:13:31.00]-[0:13:39.00]  La agricultura, el que no se lo haga él, el que no se lo haga él, que tenga que buscar, no tiene nada que hacer.
[0:13:39.00]-[0:13:45.00]  Ahora mismo aquí está la cooperativa, yo no estoy en la cooperativa, yo me defiendo fuera.
[0:13:45.00]-[0:13:53.00]  La cooperativa de aquí se ha juntado con la del Cudia, que es más grande y tiene unas instalaciones más modernas y todo está juntado allí.
[0:13:53.00]-[0:13:57.00]  Entonces, la cooperativa recoge la fruta.
[0:13:57.00]-[0:14:05.00]  Usted trabaja el campo, usted la expulguriza, usted la hace lo que sea y luego la fruta la recoge la cooperativa y la hacen,
[0:14:05.00]-[0:14:13.00]  bueno, la hacen y la venden y luego hacen un resultado y le pagan a usted la fruta, pues...
[0:14:13.00]-[0:14:20.00]  El que tiene suerte que se coloca en la cooperativa, pues tiene que jornar casi todos los días y el que no, pues se tiene que esperar.
[0:14:20.00]-[0:14:23.00]  Hay muchos que hacen recogida propia.
[0:14:23.00]-[0:14:30.00]  Recogida propia es que usted tiene unos campos y está en la cooperativa y dice, bueno, yo recogeré la cosecha y la traeré aquí.
[0:14:30.00]-[0:14:39.00]  Entonces, a lo mejor depende lo grande que sea, busca uno o dos, si tiene tractor y tiene esto, cargan los cajones, van y luego la entra.
[0:14:39.00]-[0:14:49.00]  Y cogen lo que vale el kilo de coger y lo que vale de transportar y se lo pagan a usted los 15 días, como si fuera un trabajador.
[0:14:49.00]-[0:14:57.00]  Y esos, yo tengo compañeros, bueno, más jóvenes que yo, que hacen eso y dicen que ahí es donde más dinero ganan.
[0:14:57.00]-[0:15:06.00]  Porque no es lo mismo un dueño anar a coger fruta de una cuadrilla de rumanos y estos y los otros que van y la cogen toda,
[0:15:06.00]-[0:15:12.00]  y aquí cogen la que está en condiciones y le dan otra pasada y le dan otra pasada, o sea que cogen más calidad.
[0:15:12.00]-[0:15:22.00]  Y después le pagan lo que vale de coger, si la cooperativa dice, bueno, pues ha salido a 12 céntimos de coger, ¿no?
[0:15:22.00]-[0:15:26.00]  Pues a usted le pagan a 12 céntimos más tanto por cajón de entrarla.
[0:15:26.00]-[0:15:37.00]  Y entonces resulta que ahí el que se hace eso, hay una pega, que este verano la fruta han venido inspectores y han cogido gente que estaba trabajando
[0:15:37.00]-[0:15:49.00]  y resulta que estaba el padre jubilado, el suegro jubilado, el hijo y la nuera y estaban cogiendo y han ido y los que estaban jubilados y eso les han denunciado.
[0:15:49.00]-[0:15:54.00]  No todo es bonito, ¿eh? Que no todo es bonito.
[0:15:54.00]-[0:15:58.00]  Hay mucho de eso ahora, ¿no? Gente que se tiene que ganar la vida un poco.
[0:15:58.00]-[0:16:01.00]  Bueno, pues no hay tanto como había.
[0:16:01.00]-[0:16:02.00]  Antes había más.
[0:16:02.00]-[0:16:07.00]  No hay tanto como había, pero tampoco hay tanta faena como había, ¿eh?
[0:16:07.00]-[0:16:10.00]  Porque no haber faena, pues entonces, ¿eh?
[0:16:10.00]-[0:16:24.00]  Cuando estaba esto todo en el auge que se fueron muchos a la construcción, entonces había gente de fuera y venía y a los de fuera pues siempre podías a lo mejor un euro menos por hora o lo que sea, ¿eh?
[0:16:24.00]-[0:16:26.00]  O sea que siempre era la cosa así.
[0:16:26.00]-[0:16:31.00]  Entonces la cooperativa al final ha venido bien, ha venido mal.
[0:16:31.00]-[0:16:35.00]  Cooperativas hay que marchan muy bien y hay que marchan muy mal.
[0:16:35.00]-[0:16:39.00]  Eso es como todas las empresas y como el gobierno.
[0:16:39.00]-[0:16:42.00]  O como los gobiernos.
[0:16:42.00]-[0:16:46.00]  Sí, sí. El que gasta más de lo que tiene no puede marchar bien.
[0:16:46.00]-[0:16:48.00]  No puede marchar.
[0:16:48.00]-[0:17:01.00]  Yo nunca he sido constructor, promotor ni eso, sino que yo pues llevaba dos o tres trabajadores y hoy hacíamos una vivienda, una reforma, esto y lo otro.
[0:17:01.00]-[0:17:06.00]  Y tenía un compañero en Alcudia que se dedicaba a hacer viviendas en pequeña cantidad y me lo decía.
[0:17:06.00]-[0:17:08.00]  Che, no seas tonto.
[0:17:08.00]-[0:17:09.00]  No seas tonto.
[0:17:09.00]-[0:17:11.00]  Cómprate un suegar y haz tres viviendas.
[0:17:11.00]-[0:17:12.00]  Tres al año.
[0:17:12.00]-[0:17:15.00]  Treinta mil pesetas que te da el Estado.
[0:17:15.00]-[0:17:19.00]  Antes daban treinta mil pesetas por las viviendas baratas que decían.
[0:17:19.00]-[0:17:24.00]  Treinta mil que te da el Estado y esto y luego yo decía, ¿y si no las vendo?
[0:17:24.00]-[0:17:27.00]  ¿Y si no las vendo qué hago yo con las tres viviendas?
[0:17:27.00]-[0:17:29.00]  O sea que he sido corto.
[0:17:29.00]-[0:17:30.00]  Eso he sido corto.
[0:17:30.00]-[0:17:42.00]  Tengo un hijo y se dedicó a hacer algo ahí y al final pues ha quedado arruinado porque le han cogido tres o cuatro empresas y le deben sesenta o setenta millones de las antiguas pesetas.
[0:17:42.00]-[0:17:44.00]  Y así.
[0:17:44.00]-[0:17:45.00]  Ha habido mucha ruina de eso, ¿no?
[0:17:45.00]-[0:17:48.00]  Sí, mucha ruina, sí.
[0:17:48.00]-[0:17:50.00]  Y en fin.
[0:17:50.00]-[0:17:53.00]  Y volviendo, me dice que antes se regaba aprovechando el nivel, ¿no?
[0:17:53.00]-[0:18:01.00]  Sí, sí, la cota del agua para que ella por su impulso mismo iba llegando a los campos y iba.
[0:18:01.00]-[0:18:04.00]  Nos han dicho en otros sitios que se regaba a manta.
[0:18:04.00]-[0:18:11.00]  Bueno, a manta, a manta hay que regar que usted le tira el agua, hace unos caballones y tira el agua y va entrando ella a manta.
[0:18:11.00]-[0:18:12.00]  Eso es a manta.
[0:18:12.00]-[0:18:22.00]  Y el riego localizado es el goteo, que localiza y entra y simplemente baña a la parte de, supongamos árboles, porque eso es para árboles.
[0:18:22.00]-[0:18:29.00]  Ponen el árbol aquí, tiene una gama por esta parte y esta y entonces va cayéndole el agua por ahí y eso es riego localizado.
[0:18:29.00]-[0:18:35.00]  Y a manta es sobre el nivel del agua, abre usted la sequía y va entrando toda la agua.
[0:18:35.00]-[0:18:41.00]  Yo tengo, yo allá en la montaña tengo una finquita de veinticuatro negadas que rego manta todavía.
[0:18:41.00]-[0:18:45.00]  Ya estoy empezando a poner el goteo ahora, porque no había.
[0:18:45.00]-[0:18:49.00]  Y ahora lo han hecho y yo estoy ya pues entreteniéndome.
[0:18:49.00]-[0:18:57.00]  Tengo huertos y un huerto que era ya viejo y esto lo quité y he plantado caquis y es donde estoy poniendo eso.
[0:18:57.00]-[0:19:01.00]  Y cuando coja la naranja, pues pondré el otro.
[0:19:01.00]-[0:19:05.00]  También nos han dicho eso, que el caqui es ahora...
[0:19:05.00]-[0:19:10.00]  El caqui ahora está bien, pero ya empezamos a tener problemas.
[0:19:10.00]-[0:19:19.00]  Porque aquí el caqui es un... yo no sé si es autóctono de aquí o no sé de dónde viene.
[0:19:19.00]-[0:19:26.00]  Pero yo me acuerdo, me acuerdo que aquí había caquis por todas las acequias mares que pasaba agua todos los días.
[0:19:26.00]-[0:19:34.00]  En los márgenes había caquiseros, había caquis y había por todos los campos, por muchos sitios había caquis.
[0:19:34.00]-[0:19:43.00]  Pero los cogíamos y se tenían que madurar, se tenían que hacer rojos y se tenían que hacer blandos para coger.
[0:19:43.00]-[0:19:54.00]  Ahora no, ahora el caqui ya se coge cuando está en un punto ya que eso y luego se los meten a cámara con un gas y les quitan las por hora.
[0:19:54.00]-[0:20:02.00]  Y se queda como la manzana, corta usted se lo come como la manzana, con diferente gusto, con el gusto a caqui.
[0:20:02.00]-[0:20:10.00]  Pero resulta que de tres años o cuatro para aquí, no sé por qué, dicen que nos han mandado una malea.
[0:20:10.00]-[0:20:23.00]  Y resulta que el caqui ahora empieza árboles que empiezan las hojas a hacerse agujeros, caen las hojas y en cinco o seis días el caqui se madura todo.
[0:20:23.00]-[0:20:28.00]  Al no tener corriente de savia el árbol se madura todo y cae.
[0:20:28.00]-[0:20:36.00]  Y ahora nos toca hacer tres y cuatro pulvorizadas para matar el hongo ese.
[0:20:36.00]-[0:20:37.00]  Es un hongo.
[0:20:37.00]-[0:20:40.00]  Es un hongo, dicen que es un hongo, sí.
[0:20:40.00]-[0:20:51.00]  Es un hongo, según yo, yo todavía estoy en un sindicato en ABA, agricultores valencianos, bueno, y todavía sigo porque no, ya me voy a dar rebaja porque...
[0:20:51.00]-[0:20:59.00]  Y vino a hacernos una charla y nos dijo que era un hongo, que se produía de la humedad, o sea que había de ver...
[0:20:59.00]-[0:21:08.00]  Para que se produzca el hongo, dice que tiene que hacer 28 grados de calor y 80% de humedad.
[0:21:08.00]-[0:21:17.00]  Y entonces es que el hongo se prolifera, se prolifera el hongo y además el viento lo traslada, dice que lo traslada.
[0:21:17.00]-[0:21:24.00]  O en los pies mismos, pisando donde hay, tú en el pies coges un hongo y donde vas pisando vas dejando...
[0:21:24.00]-[0:21:27.00]  Y esto ya nos cuesta dinero, eso ya son...
[0:21:27.00]-[0:21:38.00]  Aquí yo este año he hecho tres, pero ahí la parte de la marchal que le he dicho, donde decían los arroz, ahí que es más húmedo y eso, ahí han hecho cuatro de pulvorizadas.
[0:21:38.00]-[0:21:40.00]  Cuatro hay que tener con...
[0:21:40.00]-[0:21:42.00]  Eso ya son muchos dineros, ¿no?
[0:21:42.00]-[0:22:00.00]  Que es dinero, sí, hay productos, bueno, toda esa base de fulgincidas, se tira un producto que se llama cabrio, bueno, cabrio seguramente pues será el nombre comercial, que es carísimo pero se tira muy poco.
[0:22:00.00]-[0:22:10.00]  Luego al otro se tiran unos polvos que se llaman manco cepa, y luego se tira otro producto y luego se tira otro producto, es decir que se tiene que hacer...
[0:22:10.00]-[0:22:16.00]  Yo este año he hecho tres, y allá en la montaña tengo una plantona que no he hecho nada y no se ve nada tampoco.
[0:22:16.00]-[0:22:22.00]  Ahora, seguramente eso es donde más húmeda talla.
[0:22:22.00]-[0:22:25.00]  ¿Y cuantos cuantos años después de ser cacá?
[0:22:25.00]-[0:22:34.00]  Ah, no, les he contado lo del arroz, de la trilla de esto, y luego se hacía cacahuete.
[0:22:34.00]-[0:22:38.00]  ¿Es un flamícito también los vecinos? ¿Cómo se hace?
[0:22:38.00]-[0:22:44.00]  Se hacía cacahuete, entonces ahora no, vísperas de todos santos.
